nchar	israel	israeli	palestine	palestinian	arab	gaza	intifada	jewish	zionism	hamas	language	total	totalperchar	link
6725	1	0	0	0	1	0	0	0	0	0	4	2	0.000297397769516729	https://en.wikipedia.org/wiki/Crime_of_apartheid
65562	27	8	0	8	4	3	0	13	0	2	4	65	0.000991427961319057	https://en.wikipedia.org/wiki/Amnesty_International
66450	86	54	21	64	46	2	5	79	0	1	4	358	0.0053875094055681	https://en.wikipedia.org/wiki/Hebron
38684	121	92	1	111	14	5	0	16	0	3	4	363	0.00938372453727639	https://en.wikipedia.org/wiki/Israeli_settler_violence
8021	19	8	1	20	0	1	1	0	0	2	4	52	0.00648298217179903	https://en.wikipedia.org/wiki/The_Quartet
48648	44	21	2	13	16	8	4	12	0	0	4	120	0.00246669955599408	https://en.wikipedia.org/wiki/Military_Police_Corps_(Israel)
20652	19	4	8	4	29	1	0	19	0	0	4	84	0.00406740267286461	https://en.wikipedia.org/wiki/Lod
41201	128	94	15	78	8	3	1	0	0	0	4	327	0.00793670056552025	https://en.wikipedia.org/wiki/Shireen_Abu_Akleh
98451	297	151	9	102	11	106	0	2	1	41	4	720	0.00731328274979431	https://en.wikipedia.org/wiki/Allegations_of_war_crimes_against_Israel
26430	105	41	6	87	17	4	1	8	1	0	4	270	0.0102156640181612	https://en.wikipedia.org/wiki/Textbooks_in_the_Israeli%E2%80%93Palestinian_conflict
21748	31	12	52	50	7	3	0	0	0	1	4	156	0.00717307338605849	https://en.wikipedia.org/wiki/International_recognition_of_the_State_of_Palestine
43419	104	33	45	98	32	24	1	12	0	17	4	366	0.00842948939404408	https://en.wikipedia.org/wiki/Palestine_and_the_United_Nations
32327	45	19	58	71	12	4	0	1	0	5	4	215	0.00665078726760912	https://en.wikipedia.org/wiki/Palestine_194
41642	3	1	0	1	3	0	0	0	0	0	4	8	0.000192113731328947	https://en.wikipedia.org/wiki/Security_Council
20204	0	0	2	0	0	0	0	0	0	0	4	2	9.89902989507028e-05	https://en.wikipedia.org/wiki/UN_General_Assembly
11400	1	0	0	1	0	0	0	1	0	2	4	5	0.00043859649122807	https://en.wikipedia.org/wiki/Extremism
9449	2	0	0	0	0	0	0	1	0	0	4	3	0.000317493914699968	https://en.wikipedia.org/wiki/Political_dove
2401	0	0	0	0	0	0	0	0	0	0	4	0	0	https://en.wikipedia.org/wiki/War_Hawk
47386	149	85	16	160	22	47	12	11	1	33	4	536	0.0113113577849998	https://en.wikipedia.org/wiki/Palestinian_political_violence
70491	39	22	9	2	31	0	0	70	0	0	4	173	0.00245421401313643	https://en.wikipedia.org/wiki/Western_Wall
82034	83	49	7	26	23	1	5	57	0	3	4	254	0.00309627715337543	https://en.wikipedia.org/wiki/Temple_Mount
37010	31	20	7	15	7	2	2	5	0	1	4	90	0.002431775195893	https://en.wikipedia.org/wiki/Al-Aqsa_Mosque
91421	3	1	0	0	4	0	0	0	0	0	4	8	8.75072466938668e-05	https://en.wikipedia.org/wiki/CIA
20735	0	0	0	0	0	0	0	0	0	0	4	0	0	https://en.wikipedia.org/wiki/Remote_sensing
35360	14	4	2	0	11	0	0	14	0	0	4	45	0.00127262443438914	https://en.wikipedia.org/wiki/Abrahamic_religions
46842	4	0	0	0	1	0	0	8	0	0	4	13	0.000277528713547671	https://en.wikipedia.org/wiki/Crucifixion_of_Jesus
41242	10	7	2	0	0	0	0	5	0	0	4	24	0.000581931041171621	https://en.wikipedia.org/wiki/Church_of_the_Holy_Sepulchre
12583	20	7	0	0	6	0	0	2	0	0	4	35	0.00278153063657315	https://en.wikipedia.org/wiki/Knesset
15006	35	5	0	2	3	0	0	3	0	0	4	48	0.00319872051179528	https://en.wikipedia.org/wiki/Supreme_Court_of_Israel
6393	17	7	0	1	2	0	0	0	0	0	4	27	0.00422336931018301	https://en.wikipedia.org/wiki/Jerusalem_Law
20133	9	7	0	4	6	0	0	8	0	0	4	34	0.00168876968161725	https://en.wikipedia.org/wiki/Dome_of_the_Rock
37010	31	20	7	15	7	2	2	5	0	1	4	90	0.002431775195893	https://en.wikipedia.org/wiki/Qibli_Mosque
12300	8	4	1	2	6	0	0	11	0	3	4	35	0.00284552845528455	https://en.wikipedia.org/wiki/Mount_of_Olives
36418	37	22	8	38	4	0	2	22	0	0	4	133	0.00365204019990115	https://en.wikipedia.org/wiki/Joseph%27s_Tomb
9052	0	0	0	0	7	0	0	0	0	0	4	7	0.000773309765797614	https://en.wikipedia.org/wiki/Mihrab
23871	2	0	3	0	8	0	0	0	0	1	4	14	0.000586485693938251	https://en.wikipedia.org/wiki/Waqf
8594	3	0	0	0	1	0	0	3	0	0	4	7	0.000814521759367	https://en.wikipedia.org/wiki/Western_Wall_Tunnel
26666	32	15	40	109	40	16	0	4	0	8	4	264	0.00990024750618766	https://en.wikipedia.org/wiki/Palestinian_refugee
74854	94	28	34	72	16	57	3	5	1	45	4	355	0.00474256552756032	https://en.wikipedia.org/wiki/United_Nations_Relief_and_Works_Agency_for_Palestine_Refugees_in_the_Near_East
75477	34	12	12	17	83	0	0	2	0	1	4	161	0.00213310014971448	https://en.wikipedia.org/wiki/Jordan
84971	28	7	4	5	75	0	1	2	0	0	4	122	0.00143578397335562	https://en.wikipedia.org/wiki/Syria
13502	67	26	4	18	10	5	0	5	0	2	4	137	0.0101466449414901	https://en.wikipedia.org/wiki/1949_Armistice_lines
36191	0	0	0	0	13	0	0	0	0	0	4	13	0.000359205327291315	https://en.wikipedia.org/wiki/Universal_Declaration_of_Human_Rights
12277	35	3	10	21	13	0	0	5	0	0	4	87	0.00708642176427466	https://en.wikipedia.org/wiki/UN_General_Assembly_Resolution_194
8670	36	23	0	11	12	0	1	1	5	0	4	89	0.0102652825836217	https://en.wikipedia.org/wiki/New_Historians
1537	1	0	1	2	1	0	1	0	0	0	4	6	0.00390370852309694	https://en.wikipedia.org/wiki/Balata_Camp
21446	0	0	1	1	1	0	0	0	0	0	4	3	0.000139886225869626	https://en.wikipedia.org/wiki/Refugee_camp
14222	59	24	2	6	8	2	0	31	1	0	4	133	0.00935170862044719	https://en.wikipedia.org/wiki/Law_of_Return
12277	35	3	10	21	13	0	0	5	0	0	4	87	0.00708642176427466	https://en.wikipedia.org/wiki/United_Nations_General_Assembly_Resolution_194
2799	1	0	7	5	3	0	0	0	0	1	4	17	0.0060735977134691	https://en.wikipedia.org/wiki/United_Nations_General_Assembly_Resolution_3236
54800	114	38	11	28	42	11	0	2	0	0	4	246	0.00448905109489051	https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_242
41642	3	1	0	1	3	0	0	0	0	0	4	8	0.000192113731328947	https://en.wikipedia.org/wiki/United_Nations_Security_Council
19464	0	0	0	0	0	0	0	0	0	0	4	0	0	https://en.wikipedia.org/wiki/War_of_aggression
74854	94	28	34	72	16	57	3	5	1	45	4	355	0.00474256552756032	https://en.wikipedia.org/wiki/UNRWA
17808	0	0	2	2	0	1	0	0	0	0	4	5	0.000280772686433064	https://en.wikipedia.org/wiki/UNHCR
15642	5	4	31	16	91	1	0	6	0	0	4	154	0.00984528832630099	https://en.wikipedia.org/wiki/Arab_Higher_Committee
67819	72	48	43	75	221	0	0	69	4	0	4	532	0.007844409383801	https://en.wikipedia.org/wiki/Causes_of_the_1948_Palestinian_exodus
57430	106	32	10	44	5	9	5	23	3	6	4	243	0.00423123802890475	https://en.wikipedia.org/wiki/Norman_Finkelstein
87487	146	44	24	34	100	2	0	219	9	1	4	579	0.00661812612159521	https://en.wikipedia.org/wiki/Jewish_exodus_from_Arab_and_Muslim_lands
2052	0	0	2	3	1	0	0	0	0	0	4	6	0.00292397660818713	https://en.wikipedia.org/wiki/Shatila_refugee_camp
55433	8	4	0	1	24	0	0	0	0	0	4	37	0.000667472444211932	https://en.wikipedia.org/wiki/Beirut
26666	32	15	40	109	40	16	0	4	0	8	4	264	0.00990024750618766	https://en.wikipedia.org/wiki/Palestinian_refugees
13845	17	10	7	9	16	0	0	7	1	0	4	67	0.00483929216323583	https://en.wikipedia.org/wiki/Efraim_Karsh
42912	53	21	3	76	3	13	8	0	0	30	4	207	0.0048238255033557	https://en.wikipedia.org/wiki/United_States_security_assistance_to_the_Palestinian_Authority
11030	29	19	1	30	0	3	1	2	0	25	4	110	0.0099728014505893	https://en.wikipedia.org/wiki/2010_Palestinian_militancy_campaign
7548	16	7	0	1	0	0	1	0	0	0	4	25	0.00331213566507684	https://en.wikipedia.org/wiki/Egged_(company)
22236	94	51	2	17	1	32	0	2	0	7	4	206	0.00926425616118007	https://en.wikipedia.org/wiki/2011_southern_Israel_cross-border_attacks
10257	29	4	4	20	7	7	0	1	0	5	4	77	0.00750706834357024	https://en.wikipedia.org/wiki/Islamic_Jihad_Movement_in_Palestine
55049	2	0	1	1	14	3	1	0	0	1	4	23	0.000417809587821759	https://en.wikipedia.org/wiki/Jihad
8490	21	7	0	14	3	11	0	0	0	1	4	57	0.00671378091872791	https://en.wikipedia.org/wiki/Al-Aqsa_Martyrs_Brigade
1126	1	1	1	4	0	0	3	0	0	1	4	11	0.00976909413854352	https://en.wikipedia.org/wiki/Palestinian_suicide_attacks
57015	170	86	4	127	12	7	4	2	0	3	4	415	0.00727878628431115	https://en.wikipedia.org/wiki/West_Bank_Barrier
9720	25	14	1	22	2	8	2	0	0	7	4	81	0.00833333333333333	https://en.wikipedia.org/wiki/Qassam_rocket
199	2	1	0	1	0	0	0	0	0	0	4	4	0.0201005025125628	https://en.wikipedia.org/wiki/List_of_Palestinian_rocket_attacks_on_Israel
4098	30	2	0	16	0	15	0	0	0	5	4	68	0.0165934602244998	https://en.wikipedia.org/wiki/List_of_Palestinian_rocket_attacks_on_Israel,_2010
32354	126	34	0	110	1	46	0	2	0	13	4	332	0.0102614823514867	https://en.wikipedia.org/wiki/List_of_Palestinian_rocket_attacks_on_Israel,_2012
3912	9	3	0	0	3	0	0	1	0	0	4	16	0.00408997955010225	https://en.wikipedia.org/wiki/University_of_Haifa
52465	32	23	0	10	2	2	4	0	0	4	4	77	0.00146764509673115	https://en.wikipedia.org/wiki/Targeted_killing
22080	59	39	1	42	2	3	6	3	0	1	4	156	0.00706521739130435	https://en.wikipedia.org/wiki/House_demolition_in_the_Israeli%E2%80%93Palestinian_conflict
40331	78	22	1	3	9	0	0	11	0	3	4	127	0.00314894250080583	https://en.wikipedia.org/wiki/El_Al_Airlines
43503	0	0	0	0	1	0	0	0	0	0	4	1	2.29869204422683e-05	https://en.wikipedia.org/wiki/Air_France
13603	18	10	14	30	21	6	3	0	0	6	4	108	0.00793942512681026	https://en.wikipedia.org/wiki/Popular_Front_for_the_Liberation_of_Palestine
26756	98	74	1	8	1	0	0	6	0	0	4	188	0.00702646135446255	https://en.wikipedia.org/wiki/Operation_Entebbe
49832	64	44	2	18	6	1	0	3	0	0	4	138	0.0027693048643442	https://en.wikipedia.org/wiki/Munich_Massacre
8975	5	4	0	3	2	0	0	0	0	0	4	14	0.00155988857938719	https://en.wikipedia.org/wiki/1972_Summer_Olympics
52732	48	21	23	32	25	242	1	10	0	15	4	417	0.00790791170446787	https://en.wikipedia.org/wiki/Gaza_City
7476	4	0	2	19	7	1	2	0	0	0	4	35	0.00468164794007491	https://en.wikipedia.org/wiki/As-Sa%27iqa
13325	9	6	0	16	7	0	0	0	0	0	4	38	0.00285178236397749	https://en.wikipedia.org/wiki/Amal_Movement
18695	11	4	5	46	8	0	4	0	0	0	4	78	0.00417223856646162	https://en.wikipedia.org/wiki/War_of_the_Camps
13133	37	20	0	7	3	3	2	1	0	4	4	77	0.00586309297190284	https://en.wikipedia.org/wiki/Shin_Bet
1347	4	3	0	6	0	0	0	0	0	0	4	13	0.00965107646622123	https://en.wikipedia.org/wiki/Palestinian_Human_Rights_Monitoring_Group
23461	30	8	1	54	3	45	2	0	0	104	4	247	0.0105281104812242	https://en.wikipedia.org/wiki/Fatah%E2%80%93Hamas_conflict
8531	34	17	0	30	1	0	0	1	0	0	4	83	0.00972922283436877	https://en.wikipedia.org/wiki/Area_C_(West_Bank)
7967	21	11	0	26	0	7	0	0	0	0	4	65	0.00815865444960462	https://en.wikipedia.org/wiki/Oslo_II_Accord
11269	26	18	1	29	1	2	0	0	0	0	4	77	0.00683290442807703	https://en.wikipedia.org/wiki/Wye_River_Memorandum
2867	12	6	2	6	0	5	0	0	0	0	4	31	0.0108126961981165	https://en.wikipedia.org/wiki/Sharm_El_Sheikh_Memorandum
43487	78	38	2	87	2	65	2	1	0	1	4	276	0.00634672430841401	https://en.wikipedia.org/wiki/Water_supply_and_sanitation_in_the_Palestinian_territories
29300	87	23	9	8	24	0	0	3	0	0	4	154	0.00525597269624573	https://en.wikipedia.org/wiki/Water_politics_in_the_Jordan_River_basin
1947	0	0	0	0	0	0	0	0	0	0	4	0	0	https://en.wikipedia.org/wiki/Structural_abuse
20318	0	0	0	0	0	0	0	0	0	0	4	0	0	https://en.wikipedia.org/wiki/Water_resources
18578	1	0	0	0	0	0	0	0	0	0	4	1	5.3827107331252e-05	https://en.wikipedia.org/wiki/Aquifer
9716	4	3	2	7	6	0	0	21	0	0	4	43	0.00442568958419103	https://en.wikipedia.org/wiki/Hebron_Hills
16177	35	20	0	14	3	0	1	2	0	0	4	75	0.00463621190579217	https://en.wikipedia.org/wiki/Ma%27ale_Adumim
8176	35	22	2	23	0	1	1	0	0	1	4	85	0.0103962818003914	https://en.wikipedia.org/wiki/Israeli%E2%80%93Palestinian_Joint_Water_Committee
39817	0	0	1	0	0	0	0	0	0	0	4	1	2.51149006705678e-05	https://en.wikipedia.org/wiki/Food_and_Agriculture_Organization
2666	0	0	1	0	2	0	0	0	0	0	4	3	0.00112528132033008	https://en.wikipedia.org/wiki/Max_Gaylard
61788	234	121	10	163	27	14	6	12	0	4	4	591	0.00956496407069334	https://en.wikipedia.org/wiki/West_Bank#Status
35325	103	31	36	37	24	2	1	12	0	1	4	247	0.00699221514508139	https://en.wikipedia.org/wiki/Positions_on_Jerusalem
16623	70	29	18	5	0	19	0	1	0	0	4	142	0.0085423810383204	https://en.wikipedia.org/wiki/Status_of_territories_captured_by_Israel
14022	33	26	2	11	2	1	0	1	0	0	4	76	0.00542005420054201	https://en.wikipedia.org/wiki/Bil%27in
52880	170	92	15	101	56	3	2	35	0	3	4	477	0.00902042360060514	https://en.wikipedia.org/wiki/East_Jerusalem
54800	114	38	11	28	42	11	0	2	0	0	4	246	0.00448905109489051	https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_242#Interpretations
9139	28	19	0	10	2	1	0	0	0	0	4	60	0.00656526972316446	https://en.wikipedia.org/wiki/Ariel_(city)
8446	33	18	0	5	3	0	0	4	0	0	4	63	0.00745915226142553	https://en.wikipedia.org/wiki/Ariel_University
58268	0	0	0	0	1	0	0	0	0	0	4	1	1.71620786709686e-05	https://en.wikipedia.org/wiki/Arizona
14663	0	0	0	0	0	0	0	0	0	0	4	0	0	https://en.wikipedia.org/wiki/WEU
62727	1	0	0	0	0	0	0	1	0	0	4	2	3.18841965979562e-05	https://en.wikipedia.org/wiki/International_law
56982	164	72	12	26	10	11	0	19	0	0	4	314	0.00551051209153768	https://en.wikipedia.org/wiki/International_law_and_Israeli_settlements#Article_2
56982	164	72	12	26	10	11	0	19	0	0	4	314	0.00551051209153768	https://en.wikipedia.org/wiki/International_law_and_Israeli_settlements#Article_49
22240	0	0	0	0	0	0	0	1	0	0	4	1	4.49640287769784e-05	https://en.wikipedia.org/wiki/Geneva_Convention
54800	114	38	11	28	42	11	0	2	0	0	4	246	0.00448905109489051	https://en.wikipedia.org/wiki/UN_Security_Council_Resolution_242
13502	67	26	4	18	10	5	0	5	0	2	4	137	0.0101466449414901	https://en.wikipedia.org/wiki/1949_armistice_lines
15644	42	24	2	21	10	10	1	14	1	4	4	129	0.0082459728969573	https://en.wikipedia.org/wiki/Bezalel_Smotrich
5860	21	10	1	10	1	4	0	0	0	0	4	47	0.00802047781569966	https://en.wikipedia.org/wiki/Israeli_Civil_Administration
16685	0	0	0	0	0	0	0	0	0	0	4	0	0	https://en.wikipedia.org/wiki/Structural_violence
18027	0	0	0	0	0	0	0	0	0	0	4	0	0	https://en.wikipedia.org/wiki/Laws_of_war
21146	9	5	1	2	1	2	0	5	0	0	4	25	0.00118225669157287	https://en.wikipedia.org/wiki/Collective_punishment
10040	8	3	0	1	0	0	0	1	0	0	4	13	0.00129482071713147	https://en.wikipedia.org/wiki/Military_Advocate_General
28422	13	7	0	5	0	2	0	2	0	0	4	29	0.0010203363591584	https://en.wikipedia.org/wiki/Oxfam
1334	9	4	0	4	0	8	0	0	0	0	4	25	0.0187406296851574	https://en.wikipedia.org/wiki/Gisha_(human_rights_organization)
2934	7	1	0	0	0	5	0	0	0	7	4	20	0.00681663258350375	https://en.wikipedia.org/wiki/Nahal_Oz
22169	32	7	1	2	6	0	0	6	0	0	4	54	0.0024358338220037	https://en.wikipedia.org/wiki/Ashdod
3436	0	0	0	0	0	0	0	0	0	0	4	0	0	https://en.wikipedia.org/wiki/H%C3%BCrriyet
92579	313	154	4	8	5	68	0	0	0	7	4	559	0.00603808639108221	https://en.wikipedia.org/wiki/Gaza_flotilla_raid
14725	63	21	0	14	0	70	0	0	0	11	4	179	0.0121561969439728	https://en.wikipedia.org/wiki/2023_Israeli_blockade_of_the_Gaza_Strip
12108	28	7	0	4	5	11	0	3	0	11	4	69	0.00569871159563925	https://en.wikipedia.org/wiki/Yoav_Gallant
36770	112	52	35	138	10	33	3	0	0	10	4	393	0.0106880609192276	https://en.wikipedia.org/wiki/Economy_of_the_State_of_Palestine#Israeli–Palestinian_relations
13517	15	9	0	12	7	4	1	0	0	0	4	48	0.00355108382037434	https://en.wikipedia.org/wiki/Separation_barrier
69773	16	5	0	2	0	4	0	1	0	1	4	29	0.000415633554526823	https://en.wikipedia.org/wiki/The_Guardian
37515	0	0	0	0	4	0	0	0	0	0	4	4	0.000106624017059843	https://en.wikipedia.org/wiki/World_Bank
36770	112	52	35	138	10	33	3	0	0	10	4	393	0.0106880609192276	https://en.wikipedia.org/wiki/Economy_of_the_Palestinian_territories
87516	369	137	18	147	13	4	0	49	2	5	4	744	0.00850130261894968	https://en.wikipedia.org/wiki/Boycott,_Divestment,_and_Sanctions
17554	28	18	5	40	1	17	2	0	0	21	4	132	0.00751965364019597	https://en.wikipedia.org/wiki/Security_cooperation_between_Israel_and_the_Palestinian_Authority
36770	112	52	35	138	10	33	3	0	0	10	4	393	0.0106880609192276	https://en.wikipedia.org/wiki/Economy_of_the_State_of_Palestine
1648	6	3	0	0	0	1	0	0	0	0	4	10	0.00606796116504854	https://en.wikipedia.org/wiki/Avi_Mizrahi
1119	7	3	1	6	0	0	0	0	0	0	4	17	0.0151921358355675	https://en.wikipedia.org/wiki/Israel%E2%80%93Palestine_Liberation_Organization_letters_of_recognition
29545	108	50	3	87	4	27	5	2	0	5	4	291	0.0098493822981892	https://en.wikipedia.org/wiki/Oslo_peace_process
8490	21	7	0	14	3	11	0	0	0	1	4	57	0.00671378091872791	https://en.wikipedia.org/wiki/Al-Aqsa_Martyrs%27_Brigades
8748	5	1	6	25	1	10	0	0	0	15	4	63	0.00720164609053498	https://en.wikipedia.org/wiki/Palestinian_Legislative_Council
23461	30	8	1	54	3	45	2	0	0	104	4	247	0.0105281104812242	https://en.wikipedia.org/wiki/PLO_and_Hamas
1811	4	2	2	9	0	0	0	0	0	1	4	18	0.00993926007730536	https://en.wikipedia.org/wiki/Palestinian_Center_for_Policy_and_Survey_Research
82204	15	2	0	4	4	6	0	0	0	5	4	36	0.00043793489367914	https://en.wikipedia.org/wiki/Joe_Biden
4212	25	18	5	6	1	0	2	9	0	0	4	66	0.0156695156695157	https://en.wikipedia.org/wiki/Israeli_casualties_of_war
1338	2	0	4	8	3	0	0	0	0	6	4	23	0.0171898355754858	https://en.wikipedia.org/wiki/Palestinian_casualties_of_war
9285	0	0	0	0	1	0	0	0	0	0	4	1	0.000107700592353258	https://en.wikipedia.org/wiki/Stockholm_International_Peace_Research_Institute
12172	45	21	0	17	4	5	2	3	0	2	4	99	0.00813342096615182	https://en.wikipedia.org/wiki/B%27tselem
23054	97	62	3	68	7	26	31	2	0	2	4	298	0.0129261733321766	https://en.wikipedia.org/wiki/First_intifada
3504	0	0	0	1	0	0	0	0	0	0	4	1	0.000285388127853881	https://en.wikipedia.org/wiki/OCHAoPt
3504	0	0	0	1	0	0	0	0	0	0	4	1	0.000285388127853881	https://en.wikipedia.org/wiki/Office_for_the_Coordination_of_Humanitarian_Affairs
21619	165	98	4	4	30	0	0	32	1	0	4	334	0.0154493732365049	https://en.wikipedia.org/wiki/Israelis
983	3	2	0	0	0	0	0	0	0	0	4	5	0.00508646998982706	https://en.wikipedia.org/wiki/International_Policy_Institute_for_Counter-Terrorism
48283	1	0	0	0	1	0	0	0	0	0	4	2	4.14224468239339e-05	https://en.wikipedia.org/wiki/Land_mine
56866	9	7	0	0	1	0	0	0	0	0	4	17	0.000298948405022333	https://en.wikipedia.org/wiki/Explosive_remnants_of_war
12590	0	0	1	0	0	0	0	0	0	0	4	1	7.9428117553614e-05	https://en.wikipedia.org/wiki/United_Nations_Mine_Action_Service
133374	474	256	5	132	26	269	3	5	0	269	4	1439	0.0107892092911662	https://en.wikipedia.org/wiki/Gaza_War_(2008%E2%80%9309)
64668	237	79	17	127	20	98	0	9	0	18	4	605	0.00935547720665553	https://en.wikipedia.org/wiki/Palestinian_genocide_accusation
244	3	1	0	0	0	0	0	0	0	2	4	6	0.0245901639344262	https://en.wikipedia.org/wiki/Outline_of_the_2023_Israel%E2%80%93Hamas_war
65	1	1	0	0	1	0	0	0	0	0	4	3	0.0461538461538462	https://en.wikipedia.org/wiki/Bibliography_of_the_Arab%E2%80%93Israeli_conflict
11042	50	26	0	19	11	4	0	2	0	0	4	112	0.0101430900199239	https://en.wikipedia.org/wiki/Allon_Plan
80948	282	182	8	179	14	80	23	9	0	32	4	809	0.00999407026733211	https://en.wikipedia.org/wiki/Children_in_the_Israeli%E2%80%93Palestinian_conflict
69643	113	43	147	131	145	47	2	39	1	10	4	678	0.00973536464540586	https://en.wikipedia.org/wiki/History_of_the_State_of_Palestine
26116	57	11	10	22	12	0	0	3	1	0	4	116	0.00444172155000766	https://en.wikipedia.org/wiki/International_law_and_the_Arab%E2%80%93Israeli_conflict
18335	88	29	16	64	6	11	1	0	0	6	4	221	0.0120534496863921	https://en.wikipedia.org/wiki/Israel%E2%80%93Palestine_relations
6808	18	13	1	12	0	2	0	3	0	0	4	49	0.00719741480611046	https://en.wikipedia.org/wiki/Israeli_Committee_Against_House_Demolitions
28256	138	54	19	20	18	0	0	4	0	4	4	257	0.00909541336353341	https://en.wikipedia.org/wiki/Israeli%E2%80%93Lebanese_conflict
42610	139	126	1	138	12	3	5	59	0	9	4	492	0.011546585308613	https://en.wikipedia.org/wiki/Israeli%E2%80%93Palestinian_conflict_in_Hebron
131	0	0	0	0	0	0	0	0	0	0	4	0	0	https://en.wikipedia.org/wiki/List_of_Middle_East_peace_proposals
1810	2	1	1	0	3	0	0	0	0	0	4	7	0.00386740331491713	https://en.wikipedia.org/wiki/List_of_modern_conflicts_in_the_Middle_East
12669	46	27	12	26	3	1	0	0	0	0	4	115	0.00907727523877181	https://en.wikipedia.org/wiki/OneVoice_Movement
56547	202	80	4	72	5	102	2	2	0	64	4	533	0.00942578739809362	https://en.wikipedia.org/wiki/Palestinian_rocket_attacks_on_Israel
11971	3	0	3	1	101	0	0	0	1	0	4	109	0.00910533789992482	https://en.wikipedia.org/wiki/Pan-Arabism
16908	70	46	2	13	1	3	4	3	0	0	4	142	0.00839839129406198	https://en.wikipedia.org/wiki/Peace_Now
5511	7	6	0	3	1	2	0	0	0	0	4	19	0.00344765015423698	https://en.wikipedia.org/wiki/Seeds_of_Peace
22761	0	0	0	0	0	0	0	0	0	0	4	0	0	https://en.wikipedia.org/wiki/ISBN_(identifier)
6869	6	2	0	2	1	1	0	0	0	1	4	13	0.00189256078031737	https://en.wikipedia.org/wiki/Jeremy_Bowen
17126	0	0	0	0	0	0	0	0	0	0	4	0	0	https://en.wikipedia.org/wiki/Simon_and_Schuster
12172	45	21	0	17	4	5	2	3	0	2	4	99	0.00813342096615182	https://en.wikipedia.org/wiki/B%27Tselem
1532	0	0	0	0	0	0	0	0	0	0	4	0	0	https://en.wikipedia.org/wiki/Barron%27s
10919	0	0	0	0	5	0	0	0	0	0	4	5	0.000457917391702537	https://en.wikipedia.org/wiki/Agence_France_Presse
42944	13	8	1	4	4	3	0	1	0	4	4	38	0.000884873323397914	https://en.wikipedia.org/wiki/BBC_News
8763	0	0	0	0	0	0	0	0	0	0	4	0	0	https://en.wikipedia.org/wiki/Government_of_Canada
49148	0	0	0	0	1	0	0	0	0	0	4	1	2.03467079026614e-05	https://en.wikipedia.org/wiki/Encyclop%C3%A6dia_Britannica
5683	0	0	0	0	0	0	0	0	0	0	4	0	0	https://en.wikipedia.org/wiki/Encyclop%C3%A6dia_Britannica,_Inc.
901	3	3	0	1	1	0	0	0	0	1	4	9	0.00998890122086571	https://en.wikipedia.org/wiki/Avraham_Sela
23072	0	0	0	0	0	0	0	0	0	0	4	0	0	https://en.wikipedia.org/wiki/Wayback_Machine
601	0	0	0	0	0	0	0	0	0	0	4	0	0	https://en.wikipedia.org/wiki/Epigraph_(literature)
38148	36	7	3	4	2	0	0	9	0	1	4	62	0.00162524903009332	https://en.wikipedia.org/wiki/Alan_Dershowitz
2637	7	2	0	3	1	1	0	1	0	0	4	15	0.00568828213879408	https://en.wikipedia.org/wiki/The_Case_for_Peace
1261	9	1	0	0	0	0	0	1	0	0	4	11	0.00872323552735924	https://en.wikipedia.org/wiki/The_Israel_Democracy_Institute
7341	0	0	0	0	0	0	0	0	0	0	4	0	0	https://en.wikipedia.org/wiki/ISSN_(identifier)
6471	30	3	0	0	7	1	0	10	0	1	4	52	0.00803585226394684	https://en.wikipedia.org/wiki/The_Times_of_Israel
19781	0	0	0	0	0	0	0	0	0	0	4	0	0	https://en.wikipedia.org/wiki/Doi_(identifier)
7341	0	0	0	0	0	0	0	0	0	0	4	0	0	https://en.wikipedia.org/wiki/EISSN_(identifier)
11043	0	0	0	0	0	0	0	0	0	0	4	0	0	https://en.wikipedia.org/wiki/JSTOR_(identifier)
4517	0	0	0	0	1	0	0	0	0	0	4	1	0.000221385875581138	https://en.wikipedia.org/wiki/S2CID_(identifier)
